cords,emotion,x,y,dist
"(0.94, 0.95)",neutral,0.94,0.95,0.9948126717849245
"(0.54, 0.41)",neutral,0.54,0.41,0.3414599673263583
"(0.45, 0.13)",neutral,0.45,0.13,0.23214072215129183
"(0.33, 0.21)",joy,0.33,0.21,0.08987061515498747
"(0.94, 0.92)",joy,0.94,0.92,0.9735809900832866
"(0.48, 0.8)",neutral,0.48,0.8,0.6088230766463661
"(0.68, 0.58)",neutral,0.68,0.58,0.5532508632420975
"(0.2, 0.4)",neutral,0.2,0.4,0.16762370503396853
"(1.0, 0.55)",neutral,1.0,0.55,0.8169766540987947
"(0.83, 0.55)",neutral,0.83,0.55,0.6629989717633391
"(0.58, 0.79)",neutral,0.58,0.79,0.64543297132648
"(0.87, 0.31)",neutral,0.87,0.31,0.6293240464501287
"(0.36, 0.85)",neutral,0.36,0.85,0.6223026944761302
"(0.53, 0.37)",neutral,0.53,0.37,0.3141129371078906
"(0.39, 0.47)",neutral,0.39,0.47,0.2733241630330302
"(0.08, 0.27)",neutral,0.08,0.27,0.1677467294184111
"(0.7, 0.34)",neutral,0.7,0.34,0.46643096632776715
"(0.62, 0.34)",neutral,0.62,0.34,0.38873986869151184
"(0.76, 0.08)",neutral,0.76,0.08,0.5390614222691374
"(0.22, 0.74)",neutral,0.22,0.74,0.5021490322058372
"(0.93, 0.85)",neutral,0.93,0.85,0.9184441542800917
"(0.11, 0.42)",neutral,0.11,0.42,0.22608668471804655
"(0.63, 0.73)",neutral,0.63,0.73,0.6245186791563475
"(0.91, 0.56)",neutral,0.91,0.56,0.7388758803947894
"(0.57, 0.43)",neutral,0.57,0.43,0.37745348463451944
"(0.44, 0.15)",neutral,0.44,0.15,0.21435008336263045
"(0.57, 0.65)",neutral,0.57,0.65,0.5245455710800201
"(0.11, 0.06)",neutral,0.11,0.06,0.22362356025049127
"(0.13, 0.42)",neutral,0.13,0.42,0.21476726756325695
"(0.49, 0.6)",neutral,0.49,0.6,0.4368696019942993
"(0.43, 0.7)",neutral,0.43,0.7,0.4973262217347675
"(0.53, 0.11)",neutral,0.53,0.11,0.31283691799170005
"(0.64, 0.67)",neutral,0.64,0.67,0.5851870302180908
"(0.76, 0.37)",neutral,0.76,0.37,0.531770180313952
"(0.32, 0.99)",neutral,0.32,0.99,0.7552958575044886
"(0.91, 0.39)",neutral,0.91,0.39,0.682286222714557
"(0.25, 0.8)",neutral,0.25,0.8,0.5615629539460021
"(0.6, 0.89)",neutral,0.6,0.89,0.742092449087586
"(0.85, 0.48)",neutral,0.85,0.48,0.6516609871349139
"(0.55, 0.81)",neutral,0.55,0.81,0.6479433413672696
"(0.52, 0.11)",neutral,0.52,0.11,0.30374667430879065
"(0.21, 0.4)",joy,0.21,0.4,0.16523498901325345
"(0.57, 0.93)",neutral,0.57,0.93,0.7642052045106752
"(0.81, 0.75)",neutral,0.81,0.75,0.7623471853196806
"(0.87, 0.96)",neutral,0.87,0.96,0.9547506247394466
"(0.66, 0.97)",neutral,0.66,0.97,0.8411758005722322
"(0.85, 0.15)",neutral,0.85,0.15,0.6116752876635331
"(0.72, 0.73)",joy,0.72,0.73,0.6837160496574911
"(0.6, 0.28)",joy,0.6,0.28,0.3576650387106465
"(0.2, 0.69)",neutral,0.2,0.69,0.45375104868377164
"(0.49, 0.4)",neutral,0.49,0.4,0.29366590631408496
"(0.65, 0.43)",neutral,0.65,0.43,0.4482301795973831
"(0.86, 0.92)",neutral,0.86,0.92,0.9181616325094355
"(0.21, 0.39)",neutral,0.21,0.39,0.15547293128850678
"(0.73, 0.79)",neutral,0.73,0.79,0.734613603909399
"(0.67, 0.34)",neutral,0.67,0.34,0.4371992235065948
"(0.66, 0.83)",neutral,0.66,0.83,0.7227350539703788
"(0.09, 0.86)",neutral,0.09,0.86,0.6405148280491665
"(0.1, 0.49)",neutral,0.1,0.49,0.2902166062052392
"(0.37, 0.36)",joy,0.37,0.36,0.17452176468697173
"(0.06, 0.27)",neutral,0.06,0.27,0.1874277861491818
"(0.24, 0.7)",neutral,0.24,0.7,0.4615629576038053
"(0.48, 0.81)",neutral,0.48,0.81,0.6180584987587472
"(0.68, 0.75)",neutral,0.68,0.75,0.6716469270392019
"(0.36, 0.63)",neutral,0.36,0.63,0.4081466898987775
"(0.58, 0.72)",neutral,0.58,0.72,0.5867438417741971
"(0.11, 0.38)",neutral,0.11,0.38,0.19542802276981794
"(0.45, 0.69)",neutral,0.45,0.69,0.49599636269230857
"(0.39, 0.28)",anger,0.39,0.28,0.15106780832821765
"(0.69, 0.7)",neutral,0.69,0.7,0.6412960654426719
"(0.69, 0.46)",neutral,0.69,0.46,0.49731497264187646
"(0.93, 0.29)",neutral,0.93,0.29,0.6871801711401428
"(0.74, 0.5)",neutral,0.74,0.5,0.5600622594509853
"(0.95, 0.85)",neutral,0.95,0.85,0.933461008688131
"(0.44, 0.7)",neutral,0.44,0.7,0.5011369732217672
"(0.99, 0.37)",neutral,0.99,0.37,0.7567642381109987
"(0.77, 0.14)",neutral,0.77,0.14,0.5343937943767085
"(0.74, 0.52)",neutral,0.74,0.52,0.5696764633745028
"(0.23, 0.86)",neutral,0.23,0.86,0.621713580694024
"(0.68, 0.62)",anger,0.68,0.62,0.5788001335532007
"(0.68, 0.97)",neutral,0.68,0.97,0.8512264784874387
"(0.23, 0.54)",neutral,0.23,0.54,0.3018992564329522
"(0.79, 0.99)",neutral,0.79,0.99,0.9284944277126872
"(0.63, 0.93)",neutral,0.63,0.93,0.79160530899595
"(0.3, 0.95)",neutral,0.3,0.95,0.7136798758761336
"(0.86, 0.78)",neutral,0.86,0.78,0.8196279730350975
"(0.11, 0.85)",neutral,0.11,0.85,0.6262094425428878
"(0.93, 0.45)",neutral,0.93,0.45,0.7171533276088898
"(0.87, 0.6)",neutral,0.87,0.6,0.7222472313084152
"(0.54, 0.85)",neutral,0.54,0.85,0.6790793439947675
"(0.29, 0.6)",neutral,0.29,0.6,0.3643585418907527
"(0.75, 0.84)",neutral,0.75,0.84,0.7855703554821756
"(0.58, 0.66)",neutral,0.58,0.66,0.538594207613978
"(0.49, 0.63)",neutral,0.49,0.63,0.4620036329283193
"(0.55, 0.58)",neutral,0.55,0.58,0.4580642764006921
"(0.72, 0.46)",neutral,0.72,0.46,0.5243442259894502
"(0.41, 0.18)",neutral,0.41,0.18,0.1752814326025121
"(0.63, 0.91)",neutral,0.63,0.91,0.7741946956477002
"(0.71, 0.29)",neutral,0.71,0.29,0.46809069132007275
"(0.96, 0.79)",neutral,0.96,0.79,0.903199720140204
"(0.1, 0.78)",neutral,0.1,0.78,0.5605515018351075
"(0.14, 0.81)",neutral,0.14,0.81,0.5810592691984895
"(0.46, 0.24)",neutral,0.46,0.24,0.21525025325021088
"(0.47, 0.21)",neutral,0.47,0.21,0.2270358098117284
"(0.52, 0.48)",neutral,0.52,0.48,0.3661973562057925
"(0.65, 0.82)",neutral,0.65,0.82,0.7088090673107266
"(0.02, 0.06)",neutral,0.02,0.06,0.2869903147408448
"(0.71, 0.18)",neutral,0.71,0.18,0.46890343756688546
"(0.43, 0.96)",neutral,0.43,0.96,0.7449385013710723
"(0.84, 0.47)",neutral,0.84,0.47,0.6386911443084099
"(0.09, 0.3)",neutral,0.09,0.3,0.16654179063459243
"(0.83, 0.85)",neutral,0.83,0.85,0.8464577446525737
"(0.3, 0.05)",neutral,0.3,0.05,0.19639178817186542
"(0.54, 0.49)",neutral,0.54,0.49,0.38786732671452423
"(0.6, 0.52)",neutral,0.6,0.52,0.45327998130774516
"(0.55, 0.68)",neutral,0.55,0.68,0.5367779556037878
"(0.42, 0.08)",neutral,0.42,0.08,0.23626422372503164
"(0.46, 0.7)",joy,0.46,0.7,0.5092622665578753
"(0.99, 0.26)",neutral,0.99,0.26,0.7455559338810596
"(0.6, 0.96)",neutral,0.6,0.96,0.804249083063323
"(0.76, 0.73)",neutral,0.76,0.73,0.7121005666188065
"(0.94, 0.17)",neutral,0.94,0.17,0.6986073660818788
"(0.1, 0.4)",neutral,0.1,0.4,0.21690725077867692
"(0.78, 0.55)",joy,0.78,0.55,0.6193086153403402
"(0.46, 0.43)",anger,0.46,0.43,0.28812720612412723
"(0.78, 0.31)",neutral,0.78,0.31,0.5400043513679385
"(0.34, 0.13)",joy,0.34,0.13,0.14434496432878122
"(0.36, 0.5)",joy,0.36,0.5,0.28580363971672723
"(0.23, 0.34)",neutral,0.23,0.34,0.10260495319128025
"(0.38, 0.71)",neutral,0.38,0.71,0.49055036900533755
"(0.69, 0.73)",joy,0.69,0.73,0.6632141066386928
"(0.89, 0.96)",neutral,0.89,0.96,0.9679661903445563
"(0.52, 0.86)",neutral,0.52,0.86,0.6797571143146225
"(0.25, 0.09)",neutral,0.25,0.09,0.14855415127132685
"(0.63, 0.18)",neutral,0.63,0.18,0.3896553257981742
"(0.68, 0.87)",neutral,0.68,0.87,0.7669933672271447
"(0.94, 0.59)",neutral,0.94,0.59,0.7790664667640161
"(0.13, 0.59)",neutral,0.13,0.59,0.36979461345409625
"(0.87, 0.89)",anger,0.87,0.89,0.9030134942651628
"(0.26, 0.57)",neutral,0.26,0.57,0.3318887675739605
"(0.15, 0.2)",neutral,0.15,0.2,0.10226361204971564
"(0.72, 0.3)",neutral,0.72,0.3,0.4792124368546459
"(0.98, 0.91)",neutral,0.98,0.91,0.9957654118517894
"(0.39, 0.07)",neutral,0.39,0.07,0.22243050345430876
"(0.18, 0.33)",neutral,0.18,0.33,0.11212730115426867
"(0.31, 0.49)",neutral,0.31,0.49,0.25986241690572354
"(0.62, 0.21)",neutral,0.62,0.21,0.3763225817171936
"(0.13, 0.34)",joy,0.13,0.34,0.15322801757653123
"(0.69, 0.42)",neutral,0.69,0.42,0.4808316806229737
"(0.5, 0.2)",neutral,0.5,0.2,0.25812627727680765
"(0.52, 0.79)",neutral,0.52,0.79,0.6164043720204767
"(0.84, 0.93)",neutral,0.84,0.93,0.9124372649302367
"(0.15, 0.85)",neutral,0.15,0.85,0.6188358799790576
"(0.08, 0.21)",neutral,0.08,0.21,0.16719554373833725
"(0.57, 0.36)",neutral,0.57,0.36,0.34721138870629914
"(0.69, 0.96)",neutral,0.69,0.96,0.8478564993866897
"(0.42, 0.11)",neutral,0.42,0.11,0.21728573608200674
"(0.34, 0.71)",neutral,0.34,0.71,0.4810614140748481
"(0.52, 0.29)",neutral,0.52,0.29,0.28002837054037344
"(0.82, 0.97)",joy,0.82,0.97,0.930620786973221
"(0.73, 0.37)",neutral,0.73,0.37,0.5027572370005704
"(0.69, 0.6)",neutral,0.69,0.6,0.5735442016484514
"(0.37, 0.47)",neutral,0.37,0.47,0.26324191894133475
"(0.79, 0.96)",neutral,0.79,0.96,0.904383543968599
"(0.69, 0.58)",neutral,0.69,0.58,0.5611518624962596
"(0.67, 0.92)",neutral,0.67,0.92,0.8033229589768892
"(0.77, 0.98)",neutral,0.77,0.98,0.9087141150290069
"(0.58, 0.14)",neutral,0.58,0.14,0.34940480888981595
"(0.28, 0.7)",neutral,0.28,0.7,0.46288221423117193
"(0.61, 0.15)",neutral,0.61,0.15,0.3758047032978477
"(0.3, 0.78)",neutral,0.3,0.78,0.5443490500657613
"(0.99, 0.65)",neutral,0.99,0.65,0.8513246446246338
"(0.83, 0.89)",joy,0.83,0.89,0.8757932349621106
"(0.6, 0.87)",neutral,0.6,0.87,0.724596207919468
"(0.76, 0.12)",neutral,0.76,0.12,0.5286873309451459
"(0.29, 0.92)",neutral,0.29,0.92,0.6830386244081449
"(0.98, 0.88)",neutral,0.98,0.88,0.9757850417730618
"(0.44, 0.34)",joy,0.44,0.34,0.22006947453516132
"(0.25, 0.05)",neutral,0.25,0.05,0.18853450330607216
"(0.83, 0.42)",neutral,0.83,0.42,0.6127541403852322
"(0.4, 0.49)",neutral,0.4,0.49,0.29558844981517807
"(0.67, 0.4)",neutral,0.67,0.4,0.45489314835396766
"(0.31, 0.52)",joy,0.31,0.52,0.2889996252807117
"(0.37, 0.06)",neutral,0.37,0.06,0.2180246991200259
"(0.91, 0.37)",neutral,0.91,0.37,0.6781245838668287
"(0.54, 0.2)",neutral,0.54,0.2,0.29773940861156395
"(0.57, 0.05)",neutral,0.57,0.05,0.3759014529015692
"(0.21, 0.53)",joy,0.21,0.53,0.29360279561715685
"(0.54, 0.48)",neutral,0.54,0.48,0.3814581155276452
"(0.59, 0.95)",neutral,0.59,0.95,0.7908735191372458
"(0.95, 0.92)",neutral,0.95,0.92,0.9807470822574226
"(0.17, 0.03)",neutral,0.17,0.03,0.22146006329848286
"(0.81, 0.64)",neutral,0.81,0.64,0.6933503944084678
"(0.06, 0.4)",neutral,0.06,0.4,0.2454163299798598
"(0.95, 0.36)",neutral,0.95,0.36,0.7156408054557613
"(0.59, 0.25)",joy,0.59,0.25,0.34543751550560553
"(0.12, 0.58)",neutral,0.12,0.58,0.3636102196088555
"(0.84, 0.79)",joy,0.84,0.79,0.811486902668553
"(0.62, 0.45)",neutral,0.62,0.45,0.4307634467416605
"(0.35, 0.35)",joy,0.35,0.35,0.15335347048207054
"(0.7, 0.44)",neutral,0.7,0.44,0.4978609631786237
"(0.3, 0.93)",neutral,0.3,0.93,0.6937416138369062
"(0.99, 0.23)",neutral,0.99,0.23,0.7452927900180917
"(0.65, 0.19)",neutral,0.65,0.19,0.4081321261104555
"(0.01, 0.19)",joy,0.01,0.19,0.23970512228601631
"(0.76, 0.61)",neutral,0.76,0.61,0.6352306559113741
"(0.68, 0.59)",neutral,0.68,0.59,0.5594794785413449
"(0.06, 0.47)",neutral,0.06,0.47,0.2962170819452653
"(0.8, 0.97)",neutral,0.8,0.97,0.9183927585389963
"(0.77, 0.68)",neutral,0.77,0.68,0.686176555945971
"(0.75, 0.26)",neutral,0.75,0.26,0.5057036365577929
"(0.39, 0.46)",joy,0.39,0.46,0.2649062643029365
"(0.77, 0.76)",neutral,0.77,0.76,0.7401921505771512
"(0.26, 0.54)",neutral,0.26,0.54,0.30192357700162264
"(0.95, 0.6)",neutral,0.95,0.6,0.7925151253899398
"(0.89, 0.26)",neutral,0.89,0.26,0.6456041352843922
"(0.22, 0.46)",neutral,0.22,0.46,0.22291727632402222
"(0.11, 0.44)",neutral,0.11,0.44,0.24243912115897437
"(0.49, 0.37)",joy,0.49,0.37,0.2782936521715241
"(0.38, 0.33)",neutral,0.38,0.33,0.16331085010507462
"(0.42, 0.79)",anger,0.42,0.79,0.5787101163769364
"(0.5, 0.63)",neutral,0.5,0.63,0.46738875889762294
"(0.75, 0.89)",neutral,0.75,0.89,0.8244844629016594
"(0.23, 0.69)",neutral,0.23,0.69,0.4517794810483404
"(0.23, 0.38)",joy,0.23,0.38,0.14230549301577128
"(0.93, 0.54)",neutral,0.93,0.54,0.7486560080420291
"(0.18, 0.53)",joy,0.18,0.53,0.29864346013185133
"(0.43, 0.16)",neutral,0.43,0.16,0.20117612274681296
"(0.68, 0.32)",neutral,0.68,0.32,0.4428165734004612
"(0.93, 0.51)",neutral,0.93,0.51,0.7370844664521965
"(0.31, 0.53)",neutral,0.31,0.53,0.2987499835031979
"(0.68, 0.89)",neutral,0.68,0.89,0.7835434664598846
"(0.51, 0.6)",neutral,0.51,0.6,0.44840254164806836
"(0.6, 0.51)",joy,0.6,0.51,0.4471375316651249
"(0.94, 0.64)",neutral,0.94,0.64,0.8028688596464644
"(0.53, 0.31)",neutral,0.53,0.31,0.2940787681454244
"(0.16, 0.63)",neutral,0.16,0.63,0.40060681269472537
"(0.87, 0.58)",neutral,0.87,0.58,0.7124461556294153
"(0.18, 0.31)",neutral,0.18,0.31,0.09649348787665205
"(0.65, 0.15)",neutral,0.65,0.15,0.41478760280457255
"(0.01, 0.1)",neutral,0.01,0.1,0.27254655120406673
"(0.25, 0.55)",joy,0.25,0.55,0.31158260618225925
"(0.52, 0.34)",neutral,0.52,0.34,0.2933764381495945
"(0.61, 0.31)",neutral,0.61,0.31,0.37218474271937996
"(0.38, 0.82)",neutral,0.38,0.82,0.5970578917238548
"(0.72, 0.66)",neutral,0.72,0.66,0.6352576264350238
"(0.4, 0.84)",neutral,0.4,0.84,0.6212483036122216
"(0.6, 0.3)",neutral,0.6,0.3,0.360535460637961
"(0.49, 0.02)",neutral,0.49,0.02,0.32843634659099796
"(0.78, 0.91)",neutral,0.78,0.91,0.8587495870988595
"(0.27, 0.38)",joy,0.27,0.38,0.1437721592035195
"(0.36, 0.1)",joy,0.36,0.1,0.18014702674360084
"(0.38, 0.86)",neutral,0.38,0.86,0.6360827013783753
"(0.99, 0.47)",neutral,0.99,0.47,0.7803843952767204
"(0.5, 0.68)",neutral,0.5,0.68,0.5100059784921217
"(0.79, 0.61)",neutral,0.79,0.61,0.6597974473459866
"(0.46, 0.31)",anger,0.46,0.31,0.22682163948720707
"(0.54, 0.87)",joy,0.54,0.87,0.6971443852616919
"(0.4, 0.6)",joy,0.4,0.6,0.39346028160743435
"(0.31, 0.46)",neutral,0.31,0.46,0.2309462448878016
"(0.15, 0.49)",neutral,0.15,0.49,0.26879388765699713
"(0.83, 0.52)",neutral,0.83,0.52,0.649442321431963
"(0.71, 0.38)",neutral,0.71,0.38,0.4862980756464359
"(0.58, 0.7)",neutral,0.58,0.7,0.5704443858943706
"(0.49, 0.19)",neutral,0.49,0.19,0.24998702103333098
"(0.79, 0.93)",joy,0.79,0.93,0.8806345932955935
"(0.38, 0.65)",neutral,0.38,0.65,0.43319170022826786
"(0.32, 0.65)",neutral,0.32,0.65,0.4183607038397451
"(0.71, 0.85)",neutral,0.71,0.85,0.7683957133037511
"(0.95, 0.22)",neutral,0.95,0.22,0.7054863522440399
"(0.9, 0.55)",neutral,0.9,0.55,0.7255355968479498
"(0.7, 0.97)",neutral,0.7,0.97,0.8616242266138505
"(0.23, 0.55)",neutral,0.23,0.55,0.3118876885443519
"(0.46, 0.45)",neutral,0.46,0.45,0.30179268607842996
"(0.62, 0.75)",neutral,0.62,0.75,0.6344132911374354
"(0.46, 0.68)",neutral,0.46,0.68,0.49120924022062745
"(0.88, 0.94)",neutral,0.88,0.94,0.9464101183333367
"(0.47, 0.24)",neutral,0.47,0.24,0.22525000916576007
"(0.63, 0.09)",neutral,0.63,0.09,0.4128611750285539
"(0.53, 0.65)",neutral,0.53,0.65,0.5007279458149745
"(0.75, 0.82)",neutral,0.75,0.82,0.7703630604791829
"(0.96, 0.34)",neutral,0.96,0.34,0.7224161675078482
"(0.73, 0.44)",neutral,0.73,0.44,0.5254333677754319
"(0.44, 0.97)",neutral,0.44,0.97,0.757145319711245
"(0.74, 0.86)",neutral,0.74,0.86,0.7947184575489832
"(0.49, 0.35)",joy,0.49,0.35,0.26941755395190337
"(0.58, 0.36)",neutral,0.58,0.36,0.35659591073405744
"(0.95, 0.17)",neutral,0.95,0.17,0.7085599106982806
"(0.88, 0.43)",neutral,0.88,0.43,0.6634929399130707
"(0.1, 0.5)",neutral,0.1,0.5,0.2989254886222587
"(0.44, 0.63)",neutral,0.44,0.63,0.43751900680369266
"(0.42, 0.17)",neutral,0.42,0.17,0.18814278218766423
"(0.6, 0.74)",neutral,0.6,0.74,0.6146052916557689
"(0.23, 0.18)",neutral,0.23,0.18,0.06029484826315695
"(0.56, 0.59)",neutral,0.56,0.59,0.4721848638511764
"(0.53, 0.91)",anger,0.53,0.91,0.7296084400005829
"(0.84, 0.24)",neutral,0.84,0.24,0.5952467433848705
"(0.75, 0.32)",neutral,0.75,0.32,0.5117819686276489
"(0.19, 0.67)",neutral,0.19,0.67,0.4349983685201463
"(0.83, 0.36)",neutral,0.83,0.36,0.5977315628061057
"(0.6, 0.83)",neutral,0.6,0.83,0.6900120199012448
"(0.51, 0.17)",neutral,0.51,0.17,0.27393751556398915
"(0.25, 0.2)",anger,0.25,0.2,0.038817488306249155
"(0.4, 0.04)",neutral,0.4,0.04,0.2519680858353388
"(0.23, 0.49)",neutral,0.23,0.49,0.25197086117430967
"(0.95, 0.72)",neutral,0.95,0.72,0.8539610381867916
"(0.94, 0.52)",neutral,0.94,0.52,0.7500861117370347
"(0.62, 0.76)",neutral,0.62,0.76,0.6425036911976472
"(0.28, 0.31)",anger,0.28,0.31,0.07974925862697811
"(1.0, 0.25)",neutral,1.0,0.25,0.7553328911277364
"(0.32, 0.85)",neutral,0.32,0.85,0.6161501952711461
"(0.25, 0.97)",neutral,0.25,0.97,0.7315572623982599
"(0.63, 0.69)",neutral,0.63,0.69,0.5935490743755835
"(0.45, 0.81)",neutral,0.45,0.81,0.6072739271311021
"(0.7, 0.84)",neutral,0.7,0.84,0.7543847214040831
"(0.1, 0.75)",neutral,0.1,0.75,0.5316255058942214
"(0.65, 0.22)",neutral,0.65,0.22,0.40566505895350224
"(0.03, 0.29)",neutral,0.03,0.29,0.220852955985734
"(0.48, 0.18)",neutral,0.48,0.18,0.2424001781134963
"(0.36, 0.08)",neutral,0.36,0.08,0.1959372674684966
"(0.4, 0.55)",joy,0.4,0.55,0.3480763523262611
"(0.92, 0.7)",neutral,0.92,0.7,0.8179078376961791
"(0.57, 0.76)",neutral,0.57,0.76,0.6146434069264275
"(0.49, 0.79)",neutral,0.49,0.79,0.6036055537611238
"(0.37, 0.87)",neutral,0.37,0.87,0.6438377723609305
"(0.88, 0.77)",neutral,0.88,0.77,0.8282928438424683
"(0.9, 0.76)",neutral,0.9,0.76,0.8374652566761588
"(0.66, 0.74)",neutral,0.66,0.74,0.6511290464728505
"(0.73, 0.86)",neutral,0.73,0.86,0.7885255428102123
"(0.09, 0.37)",neutral,0.09,0.37,0.2031047824231646
"(0.82, 0.72)",neutral,0.82,0.72,0.7501905213860187
"(0.37, 0.56)",joy,0.37,0.56,0.34506989286931333
"(0.82, 0.26)",anger,0.82,0.26,0.575647838319612
"(0.67, 0.28)",neutral,0.67,0.28,0.42726870427185987
"(0.79, 0.47)",neutral,0.79,0.47,0.5923697344509683
"(0.12, 0.88)",neutral,0.12,0.88,0.6535560180482444
"(0.16, 0.26)",joy,0.16,0.26,0.08744916717136438
"(0.88, 0.16)",neutral,0.88,0.16,0.6400719585200717
"(0.76, 0.28)",neutral,0.76,0.28,0.5169164357942296
"(0.52, 0.4)",neutral,0.52,0.4,0.31914628283274465
"(0.52, 0.09)",neutral,0.52,0.09,0.31273072073608643
"(0.01, 0.2)",neutral,0.01,0.2,0.23788508755473362
"(1.0, 0.13)",neutral,1.0,0.13,0.7629931491502097
"(0.94, 0.27)",neutral,0.94,0.27,0.695959728900712
"(0.95, 0.3)",neutral,0.95,0.3,0.7079245348543554
"(0.24, 0.79)",neutral,0.24,0.79,0.5515589605009562
"(0.67, 0.67)",neutral,0.67,0.67,0.6058535678281957
"(0.06, 0.62)",neutral,0.06,0.62,0.423917560496975
"(0.38, 0.22)",neutral,0.38,0.22,0.13649898250016596
"(0.85, 0.66)",neutral,0.85,0.66,0.7375743273104729
"(0.22, 0.59)",neutral,0.22,0.59,0.35240901248935225
"(0.28, 0.72)",neutral,0.28,0.72,0.4828265555177046
"(0.31, 0.88)",neutral,0.31,0.88,0.6448476376013826
"(0.83, 0.96)",neutral,0.83,0.96,0.9290474557420537
"(0.97, 0.45)",neutral,0.97,0.45,0.7554657343123407
"(0.71, 0.77)",neutral,0.71,0.77,0.7063892824621751
"(0.97, 0.92)",joy,0.97,0.92,0.9952259188577425
"(0.29, 0.53)",neutral,0.29,0.53,0.2950284095360493
"(0.15, 0.58)",neutral,0.15,0.58,0.35443910212995045
"(0.45, 0.85)",neutral,0.45,0.85,0.6450617795965808
"(0.32, 0.71)",neutral,0.32,0.71,0.47750423443347834
"(0.58, 0.28)",neutral,0.58,0.28,0.33780836239811773
"(0.49, 0.49)",neutral,0.49,0.49,0.35130697062283855
"(0.41, 0.11)",neutral,0.41,0.11,0.20930407544958216
"(0.65, 0.58)",neutral,0.65,0.58,0.5299734260917623
"(0.42, 0.41)",joy,0.42,0.41,0.24522676857915898
"(0.14, 0.69)",neutral,0.14,0.69,0.46353062849422566
"(0.23, 0.89)",neutral,0.23,0.89,0.6517055194730919
"(0.12, 0.45)",neutral,0.12,0.45,0.2455858135235018
"(0.5, 0.75)",neutral,0.5,0.75,0.5716830264343092
"(0.43, 0.33)",joy,0.43,0.33,0.2066274649859444
"(0.26, 0.04)",neutral,0.26,0.04,0.19904618763240156
"(0.2, 0.56)",joy,0.2,0.56,0.32463828206424233
"(0.79, 0.13)",neutral,0.79,0.13,0.5559278266532058
"(0.55, 0.84)",neutral,0.55,0.84,0.674553838707104
"(0.06, 0.42)",neutral,0.06,0.42,0.25901875121759405
"(0.47, 0.71)",neutral,0.47,0.71,0.522574129167651
"(0.67, 0.81)",joy,0.67,0.81,0.7123828429158884
"(0.6, 0.4)",neutral,0.6,0.4,0.3902480117631851
"(0.74, 0.44)",joy,0.74,0.44,0.5346822599233375
"(0.96, 0.92)",neutral,0.96,0.92,0.9879624155105005
"(0.97, 0.81)",joy,0.97,0.81,0.9233830018079043
"(0.94, 0.6)",neutral,0.94,0.6,0.7836295865183608
"(0.92, 0.82)",neutral,0.92,0.82,0.8911467116777517
"(0.31, 0.59)",neutral,0.31,0.59,0.35754184094700914
"(0.7, 0.4)",neutral,0.7,0.4,0.48305534023967694
"(0.82, 0.92)",neutral,0.82,0.92,0.8918526800950991
"(0.27, 0.99)",neutral,0.27,0.99,0.7519623373806464
"(0.26, 0.71)",neutral,0.26,0.71,0.4717848273021628
"(0.2, 0.54)",anger,0.2,0.54,0.304841722407029
"(0.61, 0.59)",anger,0.61,0.59,0.506934927948972
"(0.91, 0.64)",anger,0.91,0.64,0.7770352118632262
"(0.51, 0.78)",anger,0.51,0.78,0.6030080310495822
"(0.16, 0.67)",anger,0.16,0.67,0.43978278195093506
"(0.3, 0.81)",anger,0.3,0.81,0.5742022257008452
"(0.36, 0.69)",anger,0.36,0.69,0.46601323571326186
"(0.73, 0.48)",anger,0.73,0.48,0.5420362542255908
"(0.86, 0.39)",anger,0.86,0.39,0.6336323967267002
"(0.46, 0.29)",anger,0.46,0.29,0.22132898065577872
"(0.21, 0.73)",anger,0.21,0.73,0.4927656503953929
"(0.66, 0.06)",anger,0.66,0.06,0.45196983026341025
"(0.62, 0.85)",anger,0.62,0.85,0.71748722377442
"(0.51, 0.99)",anger,0.51,0.99,0.7969722952251524
"(0.86, 0.2)",anger,0.86,0.2,0.6164457792839587
"(0.84, 0.84)",anger,0.84,0.84,0.8462652299110768
"(0.64, 0.48)",anger,0.64,0.48,0.46320540254929377
"(0.99, 0.34)",anger,0.99,0.34,0.7521301778225713
"(0.65, 0.78)",anger,0.65,0.78,0.6763780133762668
"(0.85, 0.63)",anger,0.85,0.63,0.7208492079590495
"(0.5, 0.85)",anger,0.5,0.85,0.6626682239407465
"(0.7, 0.79)",anger,0.7,0.79,0.715152054974374
"(0.81, 0.3)",anger,0.81,0.3,0.568584747931409
"(0.18, 0.6)",anger,0.18,0.6,0.3672918470302727
"(0.14, 0.74)",anger,0.14,0.74,0.5123616786080883
"(0.84, 0.61)",anger,0.84,0.61,0.7016816564858707
"(0.82, 0.28)",anger,0.82,0.28,0.5767425528115474
"(0.5, 0.43)",anger,0.5,0.43,0.31911889215224426
"(0.37, 0.03)",anger,0.37,0.03,0.2431922320594762
"(0.94, 0.72)",anger,0.94,0.72,0.8457213250451757
"(0.84, 0.77)",joy,0.84,0.77,0.7980284799059887
"(0.39, 0.61)",joy,0.39,0.61,0.3989196251483194
"(0.32, 0.52)",joy,0.32,0.52,0.29142010657689166
"(0.65, 0.63)",anger,0.65,0.63,0.5634941690180004
"(0.86, 0.81)",joy,0.86,0.81,0.8397513452647338
"(0.29, 0.22)",anger,0.29,0.22,0.04886631027123563
"(0.34, 0.97)",anger,0.34,0.97,0.737712738206202
"(0.49, 0.12)",anger,0.49,0.12,0.27235661561587676
